"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Hoxb9.4",9.13593606162272e-10,-0.701462360377156,0.186,0.386,2.76051444037992e-05,"Dermomyotome","Hoxb9"
"Halr1",5.74555081501839e-06,0.555920240376447,0.398,0.196,0.173607563426596,"Dermomyotome","Halr1"
"Pax1",3.73513368256377e-38,1.04200169670976,0.325,0.009,1.12860799352347e-33,"Sclerotome","Pax1"
"Ifitm1.5",5.24292149098018e-38,-1.38317196026798,0.301,0.671,1.58420115771457e-33,"Sclerotome","Ifitm1"
"Cxcl12.1",2.37910222744897e-30,1.13652969133373,0.557,0.166,7.18869529045982e-26,"Sclerotome","Cxcl12"
"Col3a1",2.08404286857726e-29,1.15908253706892,0.328,0.017,6.29714393169304e-25,"Sclerotome","Col3a1"
"Slc2a1.6",5.2845041771254e-29,-1.1885312458963,0.222,0.566,1.59676578216021e-24,"Sclerotome","Slc2a1"
"AI646519",1.25925140806413e-25,0.714212536506099,0.237,0.007,3.80495405460658e-21,"Sclerotome","AI646519"
"Foxd1",1.02454755102395e-22,0.881705469991713,0.475,0.165,3.09577288017396e-18,"Sclerotome","Foxd1"
"Sox2.8",1.28513528916632e-21,-1.00196817662895,0.091,0.382,3.88316478974496e-17,"Sclerotome","Sox2"
"Fxyd6.1",7.93106089496214e-21,0.735760697391465,0.657,0.438,2.39644936002176e-16,"Sclerotome","Fxyd6"
"Twist1.3",1.17754870407374e-19,0.954384528469753,0.577,0.251,3.55808116422922e-15,"Sclerotome","Twist1"
"Hoxaas3.4",1.43158901503496e-18,-1.41472088798179,0.169,0.431,4.32568936782965e-14,"Sclerotome","Hoxaas3"
"Hoxb5os.7",5.05135599919457e-18,-1.05894642679095,0.231,0.509,1.52631772871663e-13,"Sclerotome","Hoxb5os"
"Crabp1.3",1.77324486150686e-17,-1.49554791802985,0.279,0.525,5.35803667352914e-13,"Sclerotome","Crabp1"
"Slc2a3.2",3.9050477273007e-17,-1.17332193335336,0.11,0.379,1.17994922128118e-12,"Sclerotome","Slc2a3"
"Ets1",3.45002988146964e-16,0.663450047252035,0.339,0.1,1.04246102898487e-11,"Sclerotome","Ets1"
"Ccnd1.3",7.66830159223238e-16,-0.82083681670587,0.264,0.535,2.31705400910894e-11,"Sclerotome","Ccnd1"
"Nr2f1.3",2.11869882520916e-14,0.755589141041887,0.476,0.248,6.401860370252e-10,"Sclerotome","Nr2f1"
"Peg10.2",3.91771354593443e-14,0.755527725170146,0.55,0.323,1.18377632503955e-09,"Sclerotome","Peg10"
"Fbn2.1",4.37720004736175e-13,0.622589234545187,0.596,0.38,1.32261476631083e-08,"Sclerotome","Fbn2"
"Meox2",6.70584052225082e-13,0.631412219329915,0.279,0.069,2.02623677220331e-08,"Sclerotome","Meox2"
"Foxd2os",2.39954655048266e-12,0.649975432964543,0.361,0.126,7.2504698569384e-08,"Sclerotome","Foxd2os"
"Phlda1.1",2.80981247451385e-12,0.658285504525952,0.529,0.288,8.49012937299106e-08,"Sclerotome","Phlda1"
"Mkrn1.3",8.85677798384976e-12,-0.757806294939708,0.214,0.448,2.67616403560004e-07,"Sclerotome","Mkrn1"
"Cdh11",4.5080982585891e-10,0.621774322351394,0.318,0.114,1.36216696981528e-05,"Sclerotome","Cdh11"
"Meox1.6",5.00522657989531e-08,0.516739579848745,0.624,0.379,0.00151237926338117,"Sclerotome","Meox1"
"Gata6",9.28919638874303e-30,1.01567253968536,0.322,0.023,2.80682358082259e-25,"Cardiac mes.","Gata6"
"Hand2",7.57736667223639e-25,0.923105680159518,0.248,0.003,2.28957711368295e-20,"Cardiac mes.","Hand2"
"Hoxb9.5",8.35636084859097e-23,-0.86771774117298,0.091,0.373,2.52495799401025e-18,"Cardiac mes.","Hoxb9"
"Hoxc9.3",2.29631599058842e-20,-0.706192615465532,0.045,0.269,6.93854839716196e-16,"Cardiac mes.","Hoxc9"
"Runx1t1",3.21868496668546e-20,0.824582217424021,0.248,0.022,9.72557849533679e-16,"Cardiac mes.","Runx1t1"
"Sfrp1.1",6.45860769514904e-20,0.932402391949028,0.391,0.185,1.95153290116624e-15,"Cardiac mes.","Sfrp1"
"Hoxb5os.8",3.79148725514376e-19,-1.12622325846611,0.152,0.492,1.14563578901424e-14,"Cardiac mes.","Hoxb5os"
"Tgfb2",2.1188979856001e-18,0.990421638062724,0.369,0.131,6.40246215328925e-14,"Cardiac mes.","Tgfb2"
"Bmp4",5.41166827435016e-16,0.786274376106366,0.22,0.016,1.63518968577765e-11,"Cardiac mes.","Bmp4"
"Hoxa7.1",5.947478408416e-16,-0.547268055670644,0.08,0.289,1.79709007588698e-11,"Cardiac mes.","Hoxa7"
"Hoxaas3.5",1.44085017847426e-14,-1.09029554053594,0.173,0.413,4.35367289927783e-10,"Cardiac mes.","Hoxaas3"
"Sox2.9",1.49060997658637e-14,-0.866725219657482,0.107,0.361,4.50402710525339e-10,"Cardiac mes.","Sox2"
"Hoxc8.3",1.88157532742041e-14,-0.693125763748357,0.056,0.278,5.68536800933351e-10,"Cardiac mes.","Hoxc8"
"Hoxb8.1",1.94439884273925e-13,-0.657007309650228,0.085,0.335,5.87519554322091e-09,"Cardiac mes.","Hoxb8"
"Ccnd1.4",1.53654140391006e-12,-0.710055825406625,0.261,0.516,4.64281350605462e-08,"Cardiac mes.","Ccnd1"
"Slc2a1.7",2.07287625894184e-10,-0.681039514696858,0.302,0.54,6.26340290401865e-06,"Cardiac mes.","Slc2a1"
"Prrx2.5",2.75115082215334e-09,0.638012418130022,0.478,0.258,8.31287732421854e-05,"Cardiac mes.","Prrx2"
"Mkrn1.4",3.30843720926707e-08,-0.646809864084296,0.2,0.432,0.000999677387152137,"Cardiac mes.","Mkrn1"
"Bex1",3.32010918798712e-08,-0.478758142460531,0.545,0.749,0.00100320419224219,"Cardiac mes.","Bex1"
"Epcam",5.93868394230618e-113,3.02410363276426,0.884,0.085,1.79443274000723e-108,"Endoderm","Epcam"
"Igfbp2.1",7.33498013638418e-96,2.20665844870982,0.846,0.221,2.21633759800984e-91,"Endoderm","Igfbp2"
"Krt18",1.71808804771396e-91,2.62754051718746,0.759,0.062,5.19137484497251e-87,"Endoderm","Krt18"
"Krt8",7.4715758810401e-78,2.02176443992802,0.653,0.036,2.25761136821508e-73,"Endoderm","Krt8"
"Cldn6",3.0573645432096e-75,1.71685778238922,0.612,0.021,9.23813270376213e-71,"Endoderm","Cldn6"
"Cldn7",3.45830726253761e-69,1.74735874716939,0.573,0.019,1.04496212244837e-64,"Endoderm","Cldn7"
"Emb",7.95404135322414e-66,2.26031528887204,0.79,0.253,2.40339313529021e-61,"Endoderm","Emb"
"Krt19",3.43990907875448e-54,1.62801425684705,0.493,0.018,1.03940292723645e-49,"Endoderm","Krt19"
"Ptn",1.35430636457658e-51,-1.55207803357352,0.417,0.825,4.09217211120458e-47,"Endoderm","Ptn"
"Krt7",6.24864908999568e-51,1.32825176142742,0.434,0.006,1.88809180903309e-46,"Endoderm","Krt7"
"Trh",2.85701347575927e-50,2.93028174511111,0.514,0.047,8.63275191835421e-46,"Endoderm","Trh"
"Meis2",4.79315564460124e-46,-1.29409380597277,0.253,0.72,1.44829990957271e-41,"Endoderm","Meis2"
"Gpx2",3.91821193400648e-45,1.56797460639701,0.472,0.01,1.1839269179794e-40,"Endoderm","Gpx2"
"Cmtm8",2.25846953809388e-42,1.1722918800592,0.465,0.074,6.82419155630446e-38,"Endoderm","Cmtm8"
"Tagln2",5.54339532926393e-41,1.3244175133349,0.693,0.282,1.67499233269039e-36,"Endoderm","Tagln2"
"Espn",1.07331319801589e-40,1.30881840790128,0.489,0.102,3.24312315912481e-36,"Endoderm","Espn"
"Spint2",8.26705372330658e-40,1.20934267549159,0.529,0.114,2.49797295303432e-35,"Endoderm","Spint2"
"Spink1",4.82550653308528e-39,2.04312240942474,0.401,0.037,1.45807505403705e-34,"Endoderm","Spink1"
"Tcf15.7",1.82606685687029e-37,-1.62120741509417,0.182,0.518,5.51764361471927e-33,"Endoderm","Tcf15"
"Crabp1.4",2.26257494666228e-37,-1.99765767676531,0.113,0.52,6.83659645883474e-33,"Endoderm","Crabp1"
"Cd9",5.11974068547133e-36,1.57499049553732,0.515,0.095,1.54698084552202e-31,"Endoderm","Cd9"
"Meox1.7",1.54914553297293e-35,-1.11426014230681,0.107,0.414,4.68089814243101e-31,"Endoderm","Meox1"
"Foxa2",4.43382180899411e-35,1.02526876460667,0.352,0.018,1.33972359780566e-30,"Endoderm","Foxa2"
"Crabp2.5",8.39021052192253e-34,-1.85280694272225,0.164,0.567,2.53518601130411e-29,"Endoderm","Crabp2"
"Sox17",1.98936188732028e-32,1.13214057046502,0.33,0.016,6.01105587872694e-28,"Endoderm","Sox17"
"Mest.1",8.42335693621763e-32,-1.37596396024243,0.466,0.804,2.54520153184752e-27,"Endoderm","Mest"
"Slc2a3.3",3.09114319375346e-31,1.25289964748789,0.675,0.34,9.34019827424544e-27,"Endoderm","Slc2a3"
"Hoxb5os.9",9.9674509505084e-31,-1.22823105006456,0.147,0.499,3.01176497920562e-26,"Endoderm","Hoxb5os"
"Cpn1",5.20743811498917e-29,0.93522044640564,0.316,0.013,1.57347950082513e-24,"Endoderm","Cpn1"
"Slc16a1",1.48755742854976e-28,1.13976999486204,0.522,0.239,4.49480352610595e-24,"Endoderm","Slc16a1"
"Ncam1.1",7.86499997314106e-28,-0.911875703499192,0.138,0.471,2.3764883918843e-23,"Endoderm","Ncam1"
"Crb3",1.84097255834336e-27,0.787538679695399,0.266,0.012,5.56268268229029e-23,"Endoderm","Crb3"
"Upk3a",8.57532687374459e-27,0.945802417985777,0.251,0.003,2.59112076817066e-22,"Endoderm","Upk3a"
"Cdh1",3.66274265563083e-26,0.86473319258335,0.306,0.024,1.10673432082541e-21,"Endoderm","Cdh1"
"Sparc",7.2543459367283e-26,0.572532562689731,0.393,0.134,2.19197316824182e-21,"Endoderm","Sparc"
"Ccnd2.2",3.4779431533288e-25,-1.50695160582193,0.314,0.675,1.05089530320983e-20,"Endoderm","Ccnd2"
"Car4",1.41108686551537e-24,1.17087318179312,0.302,0.024,4.26374007284124e-20,"Endoderm","Car4"
"Nepn",1.78599513079015e-24,1.52656961104762,0.239,0.006,5.39656288719552e-20,"Endoderm","Nepn"
"Pcbd1",3.54795049476286e-24,0.899747517476897,0.372,0.085,1.07204872149754e-19,"Endoderm","Pcbd1"
"Fndc3b",5.15625278065283e-24,0.800711721103259,0.318,0.07,1.55801334020206e-19,"Endoderm","Fndc3b"
"Vtn",5.88257821600309e-24,0.748917875142815,0.249,0.024,1.77747983374749e-19,"Endoderm","Vtn"
"Pclaf",1.65890841491629e-23,-0.881115053425738,0.634,0.863,5.01255766651105e-19,"Endoderm","Pclaf"
"Cpm",2.37125333976866e-23,0.815182392578166,0.257,0.02,7.16497909144499e-19,"Endoderm","Cpm"
"Lef1.2",3.45774886687069e-23,-0.66482914986256,0.064,0.267,1.04479339761365e-18,"Endoderm","Lef1"
"Stard10",8.26699819098775e-23,0.699218675466933,0.265,0.032,2.49795617338886e-18,"Endoderm","Stard10"
"Foxa1",8.80959782174115e-23,0.658159976109113,0.221,0.005,2.66190807781731e-18,"Endoderm","Foxa1"
"Gas1.3",1.03803540141599e-22,-0.948221645123074,0.219,0.552,3.13652776891856e-18,"Endoderm","Gas1"
"Dsp",1.43003722176294e-22,0.839235516463186,0.372,0.106,4.3210004692789e-18,"Endoderm","Dsp"
"Myl3",1.97056119311106e-22,0.78823975834476,0.232,0.006,5.95424770110437e-18,"Endoderm","Myl3"
"Sox11",9.80826657354376e-22,-0.930163375012069,0.563,0.834,2.96366582786198e-17,"Endoderm","Sox11"
"Flt1",9.80878397794644e-22,0.813980591181257,0.224,0.019,2.9638221667763e-17,"Endoderm","Flt1"
"Pax3.1",5.86943178275871e-21,-0.701792990629591,0.048,0.273,1.77350750747837e-16,"Endoderm","Pax3"
"Psat1",1.07225944100323e-20,-0.623103589060805,0.221,0.474,3.23993912693537e-16,"Endoderm","Psat1"
"Twist1.4",1.98040221070252e-20,-0.710543433868105,0.08,0.289,5.98398331985875e-16,"Endoderm","Twist1"
"Col4a1",3.90329306687805e-20,0.934367635119802,0.535,0.211,1.17941903308787e-15,"Endoderm","Col4a1"
"Fn1",4.06684401447864e-20,1.00355118383456,0.651,0.378,1.22883758741487e-15,"Endoderm","Fn1"
"Apela",1.12460201979374e-19,1.13656843845839,0.357,0.109,3.39809746300876e-15,"Endoderm","Apela"
"Rrm2.1",3.00084855358776e-19,-0.695601485514961,0.327,0.62,9.06736398952078e-15,"Endoderm","Rrm2"
"Kitl",4.95643178848027e-19,0.75501336573692,0.308,0.076,1.4976354292072e-14,"Endoderm","Kitl"
"Tmprss2",1.52319586285433e-18,0.649090008742017,0.215,0.008,4.60248861920065e-14,"Endoderm","Tmprss2"
"Hoxd4.1",1.68309911218747e-18,-0.52158380006169,0.063,0.265,5.08565227738565e-14,"Endoderm","Hoxd4"
"Nectin2",1.70096259838615e-18,0.729751158947428,0.365,0.12,5.1396285872836e-14,"Endoderm","Nectin2"
"Chchd10",2.04192834485908e-18,0.513598145426602,0.398,0.162,6.1698906868262e-14,"Endoderm","Chchd10"
"Hoxb9.6",3.33439444972447e-18,-0.852869465893264,0.113,0.377,1.00752062692875e-13,"Endoderm","Hoxb9"
"Vim.2",5.32751418104522e-18,-1.30107638373005,0.224,0.582,1.60976168494462e-13,"Endoderm","Vim"
"Ezr",7.60306813521529e-18,0.759811797252955,0.447,0.212,2.29734306773665e-13,"Endoderm","Ezr"
"Tcf7l2",7.97451287311879e-18,0.704864034416821,0.38,0.171,2.40957880974157e-13,"Endoderm","Tcf7l2"
"Hoxb4.1",1.22037475512979e-17,-0.594770326643032,0.105,0.34,3.68748436010016e-13,"Endoderm","Hoxb4"
"Tle5",1.56850132800617e-17,0.675299165686803,0.382,0.171,4.73938361270344e-13,"Endoderm","Tle5"
"Jun",1.98092148068864e-17,0.758675147936134,0.419,0.213,5.98555234604878e-13,"Endoderm","Jun"
"Nr2f1.4",3.00955912126517e-17,-0.73898235774478,0.055,0.279,9.09368384081484e-13,"Endoderm","Nr2f1"
"Mapk13",4.61980781296089e-17,0.645919460236693,0.227,0.018,1.39592112876426e-12,"Endoderm","Mapk13"
"Hotairm1",7.83318667393377e-16,-0.660110177088229,0.195,0.434,2.36687568539583e-11,"Endoderm","Hotairm1"
"Itm2b",4.25670180806043e-15,0.799764128837038,0.665,0.437,1.28620501832354e-10,"Endoderm","Itm2b"
"Tln2",5.6173039770439e-15,0.71792909647336,0.391,0.165,1.69732456970359e-10,"Endoderm","Tln2"
"Vamp8",6.76003955760073e-14,0.580074473397356,0.4,0.191,2.04261355272464e-09,"Endoderm","Vamp8"
"Hdgfl3",6.49088274925063e-13,-0.494720111439825,0.118,0.327,1.96128513151357e-08,"Endoderm","Hdgfl3"
"Nme3",1.01396114063693e-12,0.694577748658461,0.503,0.288,3.06378498254853e-08,"Endoderm","Nme3"
"Cdh2.1",1.48848971670721e-10,-0.554084980652408,0.266,0.518,4.49762052800251e-06,"Endoderm","Cdh2"
"Tubb2b.2",3.0654950674097e-10,-0.661880476654862,0.223,0.448,9.26269989568515e-06,"Endoderm","Tubb2b"
"Igdcc3.2",1.33637868170054e-09,-0.643320695427134,0.355,0.589,4.03800182462635e-05,"Endoderm","Igdcc3"
"Basp1",3.52682122152693e-08,-0.519121366933291,0.497,0.704,0.00106566430029658,"Endoderm","Basp1"
"Apoe",1.28661133984935e-133,4.77391430975872,0.993,0.234,3.8876248244888e-129,"Visceral endoderm","Apoe"
"Sparc.1",1.03783323650704e-130,4.64946258271433,0.965,0.137,3.13591690742966e-126,"Visceral endoderm","Sparc"
"Dab2",4.53474518285342e-125,3.36945956748035,0.907,0.036,1.37021860445099e-120,"Visceral endoderm","Dab2"
"Ifi30",4.36597726206459e-119,3.20442410270681,0.925,0.089,1.31922368950544e-114,"Visceral endoderm","Ifi30"
"Srgn",6.19713345157165e-118,3.29057686597529,0.853,0.004,1.87252584372689e-113,"Visceral endoderm","Srgn"
"Ctsl",3.43239206774918e-116,3.04680508063053,0.996,0.698,1.03713158719109e-111,"Visceral endoderm","Ctsl"
"Spink1.1",1.88704499879989e-115,4.63665251075839,0.884,0.045,5.70189516837373e-111,"Visceral endoderm","Spink1"
"Cst3",2.00335997470764e-115,3.0568750723844,0.983,0.558,6.05335249957661e-111,"Visceral endoderm","Cst3"
"Col4a1.1",2.1739729643187e-115,3.4723233691788,0.944,0.217,6.56887670898537e-111,"Visceral endoderm","Col4a1"
"Lrpap1",9.2391208772253e-115,3.32122453471899,0.938,0.19,2.7916927642624e-110,"Visceral endoderm","Lrpap1"
"Lgmn",6.8331797391049e-113,3.05372012854971,0.892,0.071,2.06471358996794e-108,"Visceral endoderm","Lgmn"
"Col4a2",2.43535019854551e-111,2.86902544045015,0.912,0.154,7.35865415992512e-107,"Visceral endoderm","Col4a2"
"Rhox5",1.98767529098839e-105,3.3706178056022,0.795,0.014,6.00595965925053e-101,"Visceral endoderm","Rhox5"
"Trap1a",1.99016148372814e-105,2.53553091085344,0.843,0.042,6.01347193923294e-101,"Visceral endoderm","Trap1a"
"Vamp8.1",2.61118978958509e-104,2.22288276790857,0.912,0.193,7.88997106821032e-100,"Visceral endoderm","Vamp8"
"Ctsz",2.70475827559148e-103,2.38198135283636,0.888,0.185,8.1726976055272e-99,"Visceral endoderm","Ctsz"
"Amn",7.9498917402096e-103,2.7376172637839,0.771,0.004,2.40213928822173e-98,"Visceral endoderm","Amn"
"Tfpi",2.38004022863689e-102,2.69210815644475,0.858,0.118,7.19152955484923e-98,"Visceral endoderm","Tfpi"
"Ctsc",2.10865045983184e-101,2.33733433835556,0.778,0.012,6.37149822942788e-97,"Visceral endoderm","Ctsc"
"Cd63",5.43687518436126e-101,2.21207116972431,0.976,0.605,1.6428062057066e-96,"Visceral endoderm","Cd63"
"Cubn",1.90896862674555e-99,2.52965602034245,0.754,0.002,5.76813960257435e-95,"Visceral endoderm","Cubn"
"Ctsh",4.74634462862609e-99,2.43854000001742,0.748,0.006,1.43415549298566e-94,"Visceral endoderm","Ctsh"
"Mt1",1.05945203142364e-97,3.53702277077343,0.901,0.299,3.20124025814968e-93,"Visceral endoderm","Mt1"
"Krt18.1",9.4525800537959e-97,2.61045630218398,0.819,0.084,2.85619158905497e-92,"Visceral endoderm","Krt18"
"Emb.1",1.1688383966859e-96,2.44222625852003,0.918,0.269,3.53176209942613e-92,"Visceral endoderm","Emb"
"Npl",1.49820743293569e-96,2.3310224188725,0.791,0.026,4.52698357935847e-92,"Visceral endoderm","Npl"
"S100a1",2.37724153465263e-95,2.77955189743685,0.757,0.025,7.18307302110639e-91,"Visceral endoderm","S100a1"
"Lamp1",1.67241534618047e-93,2.04195160956977,0.953,0.51,5.0533702100189e-89,"Visceral endoderm","Lamp1"
"Atp1b1",8.03395655774579e-93,2.11873212458383,0.763,0.043,2.42754031348847e-88,"Visceral endoderm","Atp1b1"
"Slc2a3.4",4.58552449017335e-90,2.34759342733863,0.933,0.349,1.38556207995078e-85,"Visceral endoderm","Slc2a3"
"Itm2b.1",8.17809719824306e-88,1.86713185780028,0.938,0.441,2.47109384942112e-83,"Visceral endoderm","Itm2b"
"Pcbd1.1",2.49974308285924e-87,1.69031194817047,0.767,0.091,7.55322369916749e-83,"Visceral endoderm","Pcbd1"
"Fabp3",2.87018375371866e-87,2.49008810837427,0.709,0.017,8.67254723023631e-83,"Visceral endoderm","Fabp3"
"Serpinh1",2.37964125746019e-86,1.84864277992406,0.963,0.558,7.19032402354171e-82,"Visceral endoderm","Serpinh1"
"Anxa4",2.50770104974731e-86,1.71025868013045,0.707,0.031,7.57726949191648e-82,"Visceral endoderm","Anxa4"
"Sdc4",2.04972758469174e-85,1.96603579329685,0.819,0.113,6.19345686990457e-81,"Visceral endoderm","Sdc4"
"Ctsd",1.13230738422557e-80,1.80164754307866,0.81,0.217,3.42137999217599e-76,"Visceral endoderm","Ctsd"
"Asah1",1.08614715582531e-79,1.81559335018799,0.808,0.175,3.28190224604177e-75,"Visceral endoderm","Asah1"
"Apoc1",1.61235089900697e-79,1.56632592592581,0.672,0.023,4.87187947643946e-75,"Visceral endoderm","Apoc1"
"Nostrin",6.42612621624805e-79,1.88985231663776,0.636,0.002,1.94171829750151e-74,"Visceral endoderm","Nostrin"
"Krt8.1",2.31514424613458e-78,1.74990338627857,0.724,0.055,6.99543985412026e-74,"Visceral endoderm","Krt8"
"Cd9.1",1.00842352547612e-77,1.88389789435698,0.752,0.106,3.04705252457864e-73,"Visceral endoderm","Cd9"
"Dppa5a",1.41402089392373e-77,2.5541596536463,0.858,0.184,4.27260553307994e-73,"Visceral endoderm","Dppa5a"
"Kdelr3",1.61797790102184e-76,1.57892724374903,0.642,0.026,4.8888820257276e-72,"Visceral endoderm","Kdelr3"
"Pth1r",2.25868121253704e-76,1.76167567045727,0.668,0.042,6.82483115180191e-72,"Visceral endoderm","Pth1r"
"Atp6v0b",4.12060423946951e-76,1.66632817825168,0.916,0.399,1.24508177699811e-71,"Visceral endoderm","Atp6v0b"
"Cited1.1",7.55056602662348e-75,2.25804658135364,0.787,0.145,2.28147903060455e-70,"Visceral endoderm","Cited1"
"Retreg1",1.50998691258589e-74,1.53580557094283,0.632,0.015,4.56257645506952e-70,"Visceral endoderm","Retreg1"
"Ptn.1",2.11887446352019e-74,-2.31616411684733,0.276,0.813,6.40239107897259e-70,"Visceral endoderm","Ptn"
"Psip1",1.07441632105426e-73,-1.53706890477531,0.715,0.927,3.24645635569755e-69,"Visceral endoderm","Psip1"
"Hebp1",4.71835606987357e-73,1.48452711598258,0.698,0.078,1.425698470073e-68,"Visceral endoderm","Hebp1"
"Reep5",5.54233015934296e-72,1.55988606057304,0.845,0.322,1.67467048094707e-67,"Visceral endoderm","Reep5"
"Car4.1",3.06413488174711e-71,2.07672012613608,0.604,0.03,9.25858995868706e-67,"Visceral endoderm","Car4"
"Myo6",6.23681026088823e-71,1.51558295282821,0.653,0.032,1.88451458842999e-66,"Visceral endoderm","Myo6"
"Gata6.1",2.40389694680032e-70,1.68352262135203,0.646,0.025,7.26361501445183e-66,"Visceral endoderm","Gata6"
"Dpp4",2.49915448603075e-70,1.54025446435665,0.591,0.007,7.5514451949905e-66,"Visceral endoderm","Dpp4"
"Cldn6.1",1.03947335074787e-68,1.64723758753286,0.649,0.04,3.14087267661977e-64,"Visceral endoderm","Cldn6"
"Fabp5",3.34867642626928e-68,-1.78801546728722,0.362,0.847,1.01183606896153e-63,"Visceral endoderm","Fabp5"
"Cstb",8.97610195309167e-68,1.3731378261964,0.89,0.419,2.71221896614618e-63,"Visceral endoderm","Cstb"
"Cotl1.1",1.67452892656461e-67,1.6048330057651,0.795,0.193,5.05975660450763e-63,"Visceral endoderm","Cotl1"
"Lamb1",1.98331606682457e-67,1.90432304540225,0.746,0.154,5.99278782751711e-63,"Visceral endoderm","Lamb1"
"Dusp9",1.27552908250003e-66,1.29128009375397,0.582,0.032,3.85413867568209e-62,"Visceral endoderm","Dusp9"
"Npc2",3.51551047301819e-66,1.27095115522588,0.965,0.72,1.06224664452718e-61,"Visceral endoderm","Npc2"
"Rps4l",7.94805864755403e-66,1.38041364309373,0.946,0.671,2.40158540094493e-61,"Visceral endoderm","Rps4l"
"Snx3",3.60658866507691e-65,1.4470302776728,0.91,0.476,1.08976683103964e-60,"Visceral endoderm","Snx3"
"Sox11.1",6.70456085166142e-65,-1.84334165519045,0.308,0.827,2.02585010693801e-60,"Visceral endoderm","Sox11"
"Pdlim1",8.51493644545776e-65,1.27138564184848,0.582,0.03,2.57287319635952e-60,"Visceral endoderm","Pdlim1"
"Podxl",1.52022380314453e-64,1.24901589591807,0.569,0.035,4.59350824358151e-60,"Visceral endoderm","Podxl"
"Cystm1",2.15717562162044e-64,1.43746581465749,0.716,0.118,6.51812185828831e-60,"Visceral endoderm","Cystm1"
"Lama1",2.25500536584927e-64,1.97543806633903,0.634,0.071,6.81372421345015e-60,"Visceral endoderm","Lama1"
"Sox17.1",4.4253707965056e-64,1.46352291351308,0.618,0.023,1.33717003987213e-59,"Visceral endoderm","Sox17"
"Map1lc3b",8.95255707384109e-64,1.33791317444084,0.897,0.442,2.70510464543182e-59,"Visceral endoderm","Map1lc3b"
"Pclaf.1",1.20619131906721e-63,-1.82557427638294,0.418,0.857,3.64462768969347e-59,"Visceral endoderm","Pclaf"
"Spint2.1",1.37521392207452e-63,1.30579149553566,0.7,0.126,4.15534638694037e-59,"Visceral endoderm","Spint2"
"Cyba",1.90361058671383e-63,2.1475683209511,0.726,0.158,5.75194974881452e-59,"Visceral endoderm","Cyba"
"Stx3",9.43896263717932e-63,1.2657425985785,0.59,0.04,2.8520769504501e-58,"Visceral endoderm","Stx3"
"Mt2",1.30743571129234e-62,1.88496428484124,0.692,0.109,3.95054774524094e-58,"Visceral endoderm","Mt2"
"Snx2",2.10467260623158e-62,1.36351761782728,0.78,0.243,6.35947874698935e-58,"Visceral endoderm","Snx2"
"Tuba1a",3.45075629132598e-62,-1.72627616588407,0.5,0.865,1.04268052098706e-57,"Visceral endoderm","Tuba1a"
"Gas6",1.4436632678687e-61,1.24844062480365,0.522,0.006,4.36217293019205e-57,"Visceral endoderm","Gas6"
"Tbrg1",1.6214529324667e-61,1.36448215504412,0.914,0.511,4.89938218074137e-57,"Visceral endoderm","Tbrg1"
"Fmr1nb",1.69016462370921e-61,1.52155334178197,0.58,0.01,5.10700142699975e-57,"Visceral endoderm","Fmr1nb"
"Cndp2",4.83923626437396e-61,1.53924550798303,0.726,0.153,1.46222362964323e-56,"Visceral endoderm","Cndp2"
"Prxl2a",4.46336331949853e-60,1.52099969154935,0.692,0.115,1.34864986061968e-55,"Visceral endoderm","Prxl2a"
"Hexa",4.54495850740458e-60,1.4339555089466,0.653,0.089,1.37330466259737e-55,"Visceral endoderm","Hexa"
"Clic6",6.86359978375089e-60,1.25349418563096,0.511,0.007,2.07390531065817e-55,"Visceral endoderm","Clic6"
"Rab11a",7.90009165785695e-60,1.43994830829375,0.868,0.379,2.38709169533806e-55,"Visceral endoderm","Rab11a"
"Ctsb",8.84586909157736e-60,1.44240101579572,0.761,0.186,2.67286780471101e-55,"Visceral endoderm","Ctsb"
"Wdfy1",5.15595508316166e-59,1.18423260737297,0.711,0.177,1.55792338792813e-54,"Visceral endoderm","Wdfy1"
"Galk1",9.81943710568911e-59,1.34846859483431,0.875,0.41,2.96704111585502e-54,"Visceral endoderm","Galk1"
"Oat.1",6.76805992398322e-58,1.59726535833496,0.774,0.251,2.04503698663077e-53,"Visceral endoderm","Oat"
"P4ha1",7.02084105220127e-58,1.39524685225758,0.756,0.215,2.12141733233314e-53,"Visceral endoderm","P4ha1"
"Epcam.1",9.79666622994098e-58,1.33943258618647,0.683,0.113,2.96016066803897e-53,"Visceral endoderm","Epcam"
"Mest.2",1.04689880882548e-57,-1.85937238481474,0.39,0.794,3.16330944074707e-53,"Visceral endoderm","Mest"
"Klf5",2.27550651445976e-56,1.51838427994162,0.549,0.021,6.87567048409161e-52,"Visceral endoderm","Klf5"
"S100a10",4.30717052426696e-56,1.33150878708354,0.558,0.089,1.3014546456125e-51,"Visceral endoderm","S100a10"
"Selenos",1.67896070719527e-55,1.2069224996127,0.823,0.345,5.07314767286122e-51,"Visceral endoderm","Selenos"
"S100g",1.84660351954831e-55,1.51759265923222,0.489,0.002,5.57969719466718e-51,"Visceral endoderm","S100g"
"Atp6v0e",1.04478408768587e-54,1.25188610154655,0.896,0.465,3.15691959935162e-50,"Visceral endoderm","Atp6v0e"
"Plod2",4.22255205300716e-54,1.47516495172627,0.709,0.193,1.27588632833664e-49,"Visceral endoderm","Plod2"
